url,criminaler,Identify and categorize judicial cases mentioned,"Detect mentions of criminaler belonging to a criminal group (14k, Triads, gang)",information related to the acquittal of cases,Language of the article,Date of publication,Publisher's name,"Publisher's specialty, focusing on relations to gambling",Publisher's country,Publisher's global contact email
https://books.google.com/books?id=cMDKCQAAQBAJ&pg=PA54&lpg=PA54&dq=Wei+Seng+Phua+Trial&source=bl&ots=1DHnfubbke&sig=ACfU3U2h4a-c70Wu25kJik1BiOBgxemGCg&hl=en&sa=X&ved=2ahUKEwiA2OKP5c-AAxWJgSoKHbtWAig4KBDoAXoECAkQAw,Wei Seng Phua," United States v. Wei Seng Phua, No. 2:14-cr-00249-APG-PAL; Crimes and Criminal Procedure – Racketeering – Crimes – Prohibition of Illegal Gambling Businesses; Crimes and Criminal Procedure – General Provisions – Crimes – Principals; Crimes and Criminal Procedure – Gambling – Crimes – Transmission of Wagering Information; Penalties; Crimes and Criminal Procedure – General Provisions – Crimes – Organization Defined."," According to the FBI, Phua is a high-ranking member of the 14K Triad.","

Evidence obtained under false pretences is generally not admissible in a criminal trial. However, the court may take into consideration the circumstances of the case when deciding whether to exclude the evidence. For example, if the officer obtained the evidence in good faith and with an honest belief that it was necessary for the investigation, the court may decide to allow the evidence to be admitted.","---
The language of the article is not provided in the given information.", ---, ---," Gambling news, guides, reviews and information", Malaysia, ---
https://books.google.com/books?id=YacRZEL3azAC&pg=PA477&lpg=PA477&dq=Wei+Seng+Phua+Trial&source=bl&ots=a8dd43cq3K&sig=ACfU3U1tnxwj-qyE-4S4rwFbd5qWQN58RQ&hl=en&sa=X&ved=2ahUKEwiA2OKP5c-AAxWJgSoKHbtWAig4KBDoAXoECAcQAw,Wei Seng Phua," United States v. Wei Seng Phua, No. 2:14-cr-00249-APG-PAL; Probable cause determination."," According to the FBI, Wei Seng Phua is a high-ranking member of the 14K Triad.","
It is not clear from the context whether evidence obtained under false pretences is admissible in a criminal trial. The article does not provide any information related to the acquittal of cases. ---","---
English", ---, ---, Gambling news, Malaysia, ---
https://books.google.com/books?id=9cTmBQAAQBAJ&pg=PA185&lpg=PA185&dq=Wei+Seng+Phua+Trial&source=bl&ots=PFNW6KhufE&sig=ACfU3U1fIgurWvKVF5VIwImRdEphPMgUnQ&hl=en&sa=X&ved=2ahUKEwiA2OKP5c-AAxWJgSoKHbtWAig4KBDoAXoECAgQAw,Wei Seng Phua," United States v. Wei Seng Phua, No. 2:14-cr-00249-APG-PAL; Crimes and Criminal Procedure - Racketeering - Crimes - Prohibition of Illegal Gambling Businesses; Crimes and Criminal Procedure - General Provisions - Crimes - Principals; Crimes and Criminal Procedure - Gambling - Crimes - Transmission of Wagering Information; Penalties; Crimes and Criminal Procedure - General Provisions - Crimes - Organization Defined."," According to the FBI, Wei Seng Phua is a high-ranking member of the 14K Triad.","

Evidence obtained under false pretences is generally inadmissible in a criminal trial. Courts have ruled that the use of false pretenses to obtain evidence violates the defendant's constitutional rights. In such cases, the evidence must be excluded from trial, and the defendant may be acquitted.",English, ---, ---," Online gambling news, guides, reviews and information.", Malaysia, ---
https://books.google.com/books?id=c_z-R55nGR4C&pg=PA14431&lpg=PA14431&dq=Wei+Seng+Phua+Trial&source=bl&ots=S36u_-lJoz&sig=ACfU3U1tT3Uz01f5WCKLbhDMG2h12oIkww&hl=en&sa=X&ved=2ahUKEwiA2OKP5c-AAxWJgSoKHbtWAig4KBDoAXoECBAQAw,Wei Seng Phua," United States v. Wei Seng Phua, No. 2:14-cr-00249-APG-PAL; Crimes and Criminal Procedure; Racketeering; Prohibition of Illegal Gambling Businesses; Principals; Transmission of Wagering Information; Penalties; Organization Defined."," According to the FBI, Phua is a high-ranking member of the 14K Triad.", Evidence obtained under false pretences is generally inadmissible in a criminal trial.,---, ---, ---," Gambling news, guides, reviews, and information", Malaysia, ---
https://casetext.com/case/united-states-v-phua-1,Wei Seng Phua, United States v. Wei Seng Phua; Case No. 2:14-cr-00249-APG-PAL; D. Nev.; Crimes And Criminal Procedure - Racketeering - Crimes - Prohibition Of Illegal Gambling Businesses; Crimes And Criminal Procedure - General Provisions - Crimes - Principals; Crimes And Criminal Procedure - Gambling - Crimes - Transmission Of Wagering Information; Penalties; Crimes And Criminal Procedure - General Provisions - Crimes - Organization Defined.," According to the FBI, Wei Seng Phua is a high-ranking member of the 14K Triad.","

Evidence obtained under false pretences is generally not admissible in a criminal trial. The exclusionary rule prohibits the use of evidence obtained in violation of a defendant's constitutional rights, including evidence obtained through false pretences.",English, ---, ---," Online gambling news, guides, reviews and information", Malaysia, ---
https://www.apnews.com/article/8424bb4728d74b769b450e39dbaad851,Paul Phua, United States v. Wei Seng Phua | Case No. 2:14-cr-00249-APG-PAL | D. Nev. | Judgment | Law | CaseMine., 14k Triads,"
Evidence obtained under false pretenses is generally not admissible in a criminal trial. The U.S. Supreme Court has held that evidence seized in violation of the Fourth Amendment is inadmissible in criminal proceedings. The exclusionary rule prohibits the admission of evidence obtained through unconstitutional means.",English, ---,"
---"," Online gambling news, guides, reviews and information.", Malaysia, ---
https://casetext.com/case/united-states-v-wei-seng-phua,Wei Seng Phua," United States v. Wei Seng Phua, No.2:14-cr-00249-APG-PAL; Crimes and Criminal Procedure; Racketeering; Prohibiting of Illegal Gambling Businesses; Principals; Transmission of Wagering Information; Penalties; Organization Defined.", The FBI stated that Phua is a high-ranking member of the 14K Triad.,"
Evidence obtained under false pretences is generally not admissable in a criminal trial because it would violate the defendant's Fourth Amendment rights.",---, ---, ---," Gambling news, guides, reviews, and information", Malaysia, ---
https://www.pinterest.com/pin/850758185836993799/,Paul Phua," United States v. Wei Seng Phua, No. 2:14-cr-00249-APG-PAL; Crimes And Criminal Procedure - Racketeering, Crimes, Prohibition Of Illegal Gambling Businesses, General Provisions, Principals, Gambling, Transmission Of Wagering Information; Penalties, Organization Defined.", 14K Triad,"

It is unclear from this article whether evidence obtained under false pretences is admissible in a criminal trial. The article only discusses the requirements for obtaining a search warrant, not the acquittal of cases. ---",English, ---, ---," Online gaming news, guides, reviews and information", Malaysia, ---
https://www.pinterest.com/pin/454371049882693025/
http://calvinayre.com/2014/12/27/business/paul-phua-sports-betting-trial-delayed/
https://www.courtlistener.com/docket/4315926/united-states-v-phua/,Wei Seng Phua," United States v. Wei Seng Phua, No. 2:14-cr-00249-APG-PAL; Crimes and Criminal Procedure - General Provisions - Crimes - Principals."," According to the FBI, Phua is a high-ranking member of the 14K Triad.","

Evidence obtained under false pretenses is generally not admissible in criminal trials in the United States. This is based on the exclusionary rule, which states that evidence obtained in violation of a person's Fourth Amendment right to be free from unreasonable searches and seizures is inadmissible in court.",---," Jul 14, 2014", ---," Online gambling news, guides, reviews, and information.", ---, ---
https://www.scmp.com/news/asia/article/1670674/accused-gambling-kingpin-paul-phua-not-triad-member-says-malaysia-cabinet,Paul Phua, United States v. Wei Seng Phua; Crimes And Criminal Procedure — General Provisions — Crimes — Principals; Crimes And Criminal Procedure — Gambling — Crimes — Transmission Of Wagering Information; Penalties; Crimes And Criminal Procedure — General Provisions — Crimes — Organization Defined., 14K Triad, Evidence obtained under false pretences may not be admissable in a criminal trial in the United States.,English," Jul 14, 2014", ---," Gambling news, guides, reviews and information", ---, ---
https://www.flushdraw.net/news/charges-dismissed-in-paul-phua-illegal-bookmaking-case/,Paul Phua," United States v. Wei Seng Phua, No. 2:14-cr-00249-APG-PAL; Crimes And Criminal Procedure — General Provisions — Crimes — Principals; Crimes And Criminal Procedure — Gambling — Crimes — Transmission Of Wagering Information; Penalties; Crimes And Criminal Procedure — General Provisions — Crimes — Organization Defined.", 14K Triad,"
---",English," Jul 14, 2014", ---," Gambling news, guides, reviews and information.", ---, ---
https://calvinayre.com/2014/12/27/business/paul-phua-sports-betting-trial-delayed,Paul Phua," United States v. Wei Seng Phua, No. 2:14-cr-00249-APG-PAL; Crimes And Criminal Procedure — Racketeering — Crimes — Prohibition Of Illegal Gambling Businesses; Crimes And Criminal Procedure — General Provisions — Crimes — Principals; Crimes And Criminal Procedure — Gambling — Crimes — Transmission Of Wagering Information; Penalties; Crimes And Criminal Procedure — General Provisions — Crimes — Organization Defined.","
14K Triad", Evidence obtained under false pretences is generally inadmissible in a criminal trial.,English," Jul 14, 2014", ---," Online gambling news, guides, reviews and information", ---, ---
https://www.pacermonitor.com/public/case/4035268/USA_v_Phua_et_al__Darren_Wai_Kit_Phua,Wei Seng Phua," United States v. Wei Seng Phua | Case No. 2:14-cr-00249-APG-PAL | D. Nev. |Judiciary And Judicial Procedure — United States Magistrate Judges — Court Officers And Employees — Jurisdiction, Powers, And Temporary Assignment; Crimes And Criminal Procedure — Racketeering — Crimes — Prohibition Of Illegal Gambling Businesses; Crimes And Criminal Procedure — General Provisions — Crimes — Principals; Crimes And Criminal Procedure — Gambling — Crimes — Transmission Of Wagering Information; Penalties; Crimes And Criminal Procedure — General Provisions — Crimes — Organization Defined."," According to the FBI, Phua is a high-ranking member of the 14K Triad.","

It is unclear whether evidence obtained under false pretences would be admissible in a criminal trial as this depends on the particular circumstances of the case and the laws of the jurisdiction. Generally, evidence obtained illegally or without probable cause may not be admissible in a criminal trial.",English," Jul 14, 2014", ---," Gambling news, guides, reviews, and information.", ---, ---
