url,criminaler,Identify and categorize judicial cases mentioned,"Detect mentions of criminaler belonging to a criminal group (14k, Triads, gang)",information related to the acquittal of cases,Language of the article,Date of publication,Publisher's name,"Publisher's specialty, focusing on relations to gambling",Publisher's country,Publisher's global contact email
https://news.worldcasinodirectory.com/judge-tosses-ill-gotten-fbi-evidence-against-paul-phua-6326,Paul Phua, US District Judge Andrew Gordon ruling; US District Judge Peggy Leen ruling., Lawyers for the Phuas filed documents this week denying U.S. prosecutors’ assertions that Paul Phua is a member or leader of the Chinese organized crime group called the 14K Triad.," Paul Phua's son entered a guilty plea in order to be allowed to leave the US; US District Judge Andrew Gordon ruled the FBI evidence from Caesar's Palace inadmissible, as the basis on which it had been obtained was unconstitutional; Phua walked free.",English, ---, ---, Gambling, ---, ---
https://www.independent.co.uk/news/world/americas/fbi-went-too-far-to-catch-poker-champ-according-to-judge-10186572.html,Paul Phua, US District Judge Andrew Gordon ruling; US District Judge Peggy Leen ruling., Paul Phua is alleged to be a member of the 14K Triad., Paul Phua fought on and entered a guilty plea to be allowed to leave the US; District Judge Andrew Gordon ruled the FBI evidence from Caesar’s Palace inadmissible as the basis on which it had been obtained was unconstitutional; Paul Phua walked free.,English, ---, ---, Gambling, ---, ---
https://www.findlaw.com/legalblogs/ninth-circuit/fbi-cant-cut-dsl-line-pose-as-repairmen-to-conduct-search/,Wei Seng Phua, US District Judge Andrew Gordon ruling; suppression of evidence., ---," Paul Phua fought on and entered a guilty plea to be allowed to leave the US. District Judge Andrew Gordon agreed with the defense submission and ruled the FBI evidence from Caesar’s Palace inadmissible, as the basis on which it had been obtained was unconstitutional. Phua walked free.",English, ---, ---, Gambling, ---, ---
https://unistar.wordpress.com/2015/01/07/the-fbi-the-gambling-kingpin-and-malaysias-home-minister/,Paul Phua, US District Judge Andrew Gordon ruling on evidence and presiding trial; US Magistrate Judge Peggy Leen ruling on evidence., Lawyers for the Phuas filed documents this week denying U.S. prosecutors’ assertions that Paul Phua is a member or leader of the Chinese organized crime group called the 14K Triad.," Paul Phua fought on and it turned out to be the right decision. US District Judge Andrew Gordon ruled the FBI evidence from Caesar's Palace inadmissible, as the basis on which it had been obtained was unconstitutional. Phua walked free.",English, ---, ---, VIP junket operator, ---, ---
https://www.todayonline.com/world/americas/malaysians-awaiting-ruling-fbi-ruse-want-play-poker
https://utfaqgjnl.grange-rousselin.fr/en/14032.html
http://www.81law.net/?a=news&sa=news&aid=4491,Paul Phua, Wei Seng “Paul” Phua v. US - Suppression of Evidence., Lawyers for the Phuas filed documents this week denying U.S. prosecutors’ assertions that Paul Phua is a member or leader of the Chinese organized crime group called the 14K Triad.," Paul Phua and his son Darren Wai Kit Phua entered a plea deal, but Paul Phua fought on. U.S. District Judge Andrew Gordon ruled the FBI evidence from Caesar’s Palace inadmissible, as the basis on which it had been obtained was unconstitutional. Phua walked free.",Chinese, ---, ---, Gambling, ---, ---
https://books.google.com/books?id=0CRtDwAAQBAJ&pg=PT157&lpg=PT157&dq=Wei+Seng+Phua+FBI&source=bl&ots=skIgIZZ-kL&sig=ACfU3U0EH9J7Yqv93zKUKDhktIW9TIyaqA&hl=en&sa=X&ved=2ahUKEwiW0peZ6M-AAxVtHRAIHV-WCrs4MhDoAXoECAcQAw,Wei Seng Phua, US District Judge Andrew Gordon - Evidence ruling.," The government alleges that the 50-year-old Malaysian man is a ""high-ranking member"" (PDF) of the 14K Triad; In the criminal complaint, federal authorities described him as a high-ranking member of the 14k Triad, a Chinese organized crime group; Lawyers for the Phuas filed documents this week denying U.S. prosecutors’ assertions that Paul Phua is a member or leader of the Chinese organized crime group called the 14K Triad."," U.S. District Judge Andrew Gordon ruled the FBI evidence from Caesar’s Palace inadmissible, as the basis on which it had been obtained was unconstitutional, and Phua walked free.",Chinese, ---, ---, Gambling, ---, ---
https://malaysiansmustknowthetruth.blogspot.com/2015/09/fbi-doj-jurisdiction-starts-from-jho.html,Paul Phua, Wei Seng “Paul” Phua and Darren Wai Kit Phua v. United States: Suppression of Evidence., Lawyers for the Phuas filed documents this week denying U.S. prosecutors’ assertions that Paul Phua is a member or leader of the Chinese organized crime group called the 14K Triad.," Paul Phua and his son Darren entered guilty pleas in order to be allowed to leave the US, but Paul Phua fought on. U.S. District Judge Andrew Gordon ruled the FBI evidence from Caesar’s Palace inadmissible, as the basis on which it had been obtained was unconstitutional, and Phua walked free.",English, ---, Nevada News Group, Gambling, ---, ---
https://posts.google.com/claim/?mid=/g/11hcjtkjgc
https://sg.linkedin.com/in/paul-phua-0b1b8645,Paul Phua, US District Judge Andrew Gordon: final ruling on evidence; US Magistrate Judge Peggy Leen: suppression of evidence., Lawyers for the Phuas filed documents this week denying U.S. prosecutors’ assertions that Paul Phua is a member or leader of the Chinese organized crime group called the 14K Triad.," Paul Phua and his son Darren entered plea deals, but Paul Phua fought on and the case came to trial in June. U.S. District Judge Andrew Gordon ruled the FBI evidence from Caesar’s Palace inadmissible, as the basis on which it had been obtained was unconstitutional, resulting in Paul Phua's acquittal.",English, ---, ---, Gambling, ---, ---
https://www.malaymail.com/news/malaysia/2015/06/02/alleged-gambling-kingpin-paul-phua-walks-after-winning-bet-against-us-prose/907961,Paul Phua," US v Phua, 14-cr-00249, US District Court, District of Nevada (Las Vegas).", Lawyers for the Phuas filed documents this week denying U.S. prosecutors’ assertions that Paul Phua is a member or leader of the Chinese organized crime group called the 14K Triad., Judge Andrew Gordon would make a final ruling on the evidence and preside if there is a trial.,English, ---, ---, Gambling, ---, ---
https://www.wtxl.com/news/us-judge-in-vegas-evidence-tainted-in-web-gambling-case/article_74d01c70-ab10-11e4-9b70-2b60ae49ba7f.html
https://www.businessinsider.in/judge-fbi-agents-who-exposed-a-world-cup-gambling-ring-by-pretending-to-be-internet-repairmen-acted-unconstitutionally/articleshow/47018285.cms,Paul Phua," US v Phua, 14-cr-00249, US District Court, District of Nevada (Las Vegas).", U.S. prosecutors’ assertions that Paul Phua is a member or leader of the Chinese organized crime group called the 14K Triad., Judge last week also threw out the evidence obtained from searches of two other villas the group used because a warrant was based on the earlier illegal entry to Phua’s suite.,English, ---, Nevada News Group, Gambling., ---, ---
https://www.ggrasia.com/phua-exits-u-s-after-judge-tosses-internet-gambling-case/,Paul Phua," US v Phua, 14-cr-00249, US District Court, District of Nevada (Las Vegas).", U.S. prosecutors’ assertions that Paul Phua is a member or leader of the Chinese organized crime group called the 14K Triad., Judge last week also threw out the evidence obtained from searches of two other villas the group used because a warrant was based on the earlier illegal entry to Phua’s suite.,English, ---, ---, Gambling, ---, ---
https://networthmask.com/richard-yong/
https://networthmask.com/elton-tsang/
http://macaudailytimes.com.mo/crime-gamblers-son-pleads-in-world-cup-betting-case.html
https://www.espn.com/chalk/story/_/id/14095257/how-world-biggest-bookie-paul-phua-was-snared-fbi-last-year-world-series-poker-walked-away-free-man#:~:text=MADE%20IN%20MACAU,Paul Phua," US v Phua, 14-cr-00249, US District Court, District of Nevada (Las Vegas).", U.S. prosecutors’ assertions that Paul Phua is a member or leader of the Chinese organized crime group called the 14K Triad., Judge last week also threw out the evidence obtained from searches of two other villas the group used because a warrant was based on the earlier illegal entry to Phua’s suite.,English, ---, ---, Gambling, ---, ---
https://www.espn.com/chalk/story/_/id/14095257/how-world-biggest-bookie-paul-phua-was-snared-fbi-last-year-world-series-poker-walked-away-free-man#:~:text=HIGHER%20STAKES%2C%20HIGHER%20STACKS,Paul Phua," US v Phua, 14-cr-00249, US District Court, District of Nevada (Las Vegas)."," The government alleges that the 50-year-old Malaysian man is a ""high-ranking member"" (PDF) of the 14K Triad specializing in loan sharking, illegal gambling, prostitution, and drug trafficking.", ---,English, ---, ---, Gambling, ---, ---
