url,criminaler,Identify and categorize judicial cases mentioned,"Detect mentions of criminaler belonging to a criminal group (14k, Triads, gang)",information related to the acquittal of cases,Language of the article,Date of publication,Publisher's name,"Publisher's specialty, focusing on relations to gambling",Publisher's country,Publisher's global contact email
https://books.google.com/books?id=dUUEAAAAMBAJ&pg=PA94&lpg=PA94&dq=Paul+Phua+Las+Vegas&source=bl&ots=hQXTDhdyZR&sig=ACfU3U3hHQTVMraSA5GqgkhLHD12wEbSlg&hl=en&sa=X&ved=2ahUKEwjBreWG7M-AAxUGDRAIHbdpBek4PBDoAXoECBkQAw,Paul Phua, Civil liberties grounds; procedural. ---, The FBI had submitted an internal document to the courts in US which it said Malaysian police had informed the agency's representative in Malaysia in 2008 that Phua was a 14K member., ---,---, ---, ---, Investigative journalism and gambling news., ---, ---
https://books.google.com/books?id=UgwEAAAAMBAJ&pg=PT71&lpg=PT71&dq=Paul+Phua+Las+Vegas&source=bl&ots=BSLJf322xN&sig=ACfU3U1o80GcJY43AG6vi5ZfvBUZ4pmBSA&hl=en&sa=X&ved=2ahUKEwjBreWG7M-AAxUGDRAIHbdpBek4PBDoAXoECBcQAw,Paul Phua, Criminal evidence and human rights., Paul Phua is not a member of the 14K Triad.," The fact that months later, Zahid would – for whatever reason – write something else does not matter. What matters is what the FBI believed to be true when they went to the judge for the arrest warrant. And what they had was the RMP’s 2008 memo.",---, ---, ---, Investigative reporting and other breaking news reports in the world of poker and gambling., ---, ---
https://www.casino.org/blog/10-richest-poker-players/
https://paulphuapoker.com/tournaments/,Paul Phua, Criminal; Civil Liberties, 14K Triad, The acquittal of cases is based on proving that the FBI acted wrongly and violated the defendant's civil rights.,English, ---, ---, Investigative reporting and other breaking news reports in the world of poker and gambling., ---, ---
https://theintercept.com/2019/07/13/justice-department-fbi-las-vegas-sting/
https://www.cardplayer.com/poker-news/17998-lawyers-for-poker-player-claim-illegal-search
https://www.cardplayer.com/poker-news/17615-high-stakes-poker-player-released-from-federal-custody
https://www.cardplayer.com/poker-news/18373-judge-evidence-against-poker-player-should-be-tossed-out
https://paulphuapoker.com/about-paul-phua/#:~:text=Intro,Paul Phua," Civil liberties grounds, challenge old Malaysian Police report. ---", Paul Phua is not a member of the 14K Triad., ---,---, ---, ---, Poker journalism., ---, ---
"https://paulphuapoker.com/about-paul-phua/#:~:text=Poker,-While%20his%20business%20ventures%20were",Paul Phua, ---, The FBI had submitted an internal document to the courts in US which it said Malaysian police had informed the agency's representative in Malaysia in 2008 that Phua was a 14K member., The FBI's 2008 memo is what matters when it comes to acquitting cases.,English, ---, ---, Investigative reporting and other breaking news reports in the world of poker and gambling., ---, ---
https://paulphuapoker.com/about-paul-phua/#:~:text=Career%20Statistics,Paul Phua, Civil liberties case; challenge the old Malaysian Police report.," According to the FBI, Malaysian police had informed the agency's representative in Malaysia in 2008 that Phua was a 14K member.", ---,English, ---, ---, Investigative reporting and other breaking news reports in the world of poker and gambling., ---, ---
https://l8whidd.lubina-hajduk.es/
https://books.google.com/books?id=CZI0CwAAQBAJ&pg=PA58&lpg=PA58&dq=Paul+Phua+Vegas&source=bl&ots=u52KgNibOB&sig=ACfU3U0bjoLlxGxSk2IBVRAju_bMfTeoEQ&hl=en&sa=X&ved=2ahUKEwim4o2y7M-AAxVJIRAIHe2KBik4PBDoAXoECBkQAw,Paul Phua, Civil liberties grounds.," The FBI had submitted an internal document to the courts in US, which it said Malaysian police had informed the agency's representative in Malaysia that Phua was a member of the 14K Triad.", ---,English, ---, ---, Investigative reporting and other breaking news reports in the world of poker and gambling., ---, ---
https://books.google.com/books?id=oCQlEAAAQBAJ&pg=PT225&lpg=PT225&dq=Paul+Phua+Vegas&source=bl&ots=qwFjCDs3xm&sig=ACfU3U1cNB9ITqxnXOeaUxJ9u8eu0ZBshg&hl=en&sa=X&ved=2ahUKEwim4o2y7M-AAxVJIRAIHe2KBik4PBDoAXoECBgQAw,Paul Phua, ---,"
The FBI had submitted an internal document to the courts in US which it said Malaysian police had informed the agency's representative in Malaysia in 2008 that Phua was a 14K member.", The case can be thrown out on civil liberties grounds if the FBI acted wrongly and violated Phua's civil rights.,Greek, ---, ---, Investigative reporting and other breaking news reports in the world of poker and gambling., ---, ---
https://books.google.com/books?id=33KSEAAAQBAJ&pg=PT255&lpg=PT255&dq=Paul+Phua+Vegas&source=bl&ots=_cLQdD1rRY&sig=ACfU3U3n52O3Nobn351sonMlDRpjTEMeYQ&hl=en&sa=X&ved=2ahUKEwim4o2y7M-AAxVJIRAIHe2KBik4PBDoAXoECBcQAw,Paul Phua, Criminal case., The FBI said Malaysian police had informed the agency's representative in Malaysia that Phua was a member of the 14K Triad., The FBI's 2008 memo did not matter in the acquittal of cases because it was outdated and written five months after Phua was arrested.,English, ---, ---, Investigative reporting and other breaking news reports in the world of poker and gambling., ---, ---
https://books.google.com/books?id=dUUEAAAAMBAJ&pg=PA94&lpg=PA94&dq=Paul+Phua+Vegas&source=bl&ots=hQXTDhdzYR&sig=ACfU3U3qHDrOvRKmNFtaQaBCBugcNv_oqQ&hl=en&sa=X&ved=2ahUKEwim4o2y7M-AAxVJIRAIHe2KBik4PBDoAXoECBoQAw,Paul Phua, Civil liberties grounds., Paul Phua is not a member of the 14K Triad.," The fact that months later, Zahid would – for whatever reason – write something else does not matter. What matters is what the FBI believed to be true when they went to the judge for the arrest warrant.",---, ---, ---, Investigative reporting and other breaking news reports in the world of poker and gambling., ---, ---
https://books.google.com/books?id=UgwEAAAAMBAJ&pg=PT71&lpg=PT71&dq=Paul+Phua+Vegas&source=bl&ots=BSLJf323xK&sig=ACfU3U25U7PRWS_cvNhekUCNnVwgZl4Ytg&hl=en&sa=X&ved=2ahUKEwjdlpW17M-AAxWSJRAIHa7wCHY4RhDoAXoECAcQAw,Paul Phua, Civil liberties grounds; procedural. ---, FBI submitted internal document to US courts stating Malaysian police informed agency representative in Malaysia that Phua was member of 14K Triad., The FBI must prove that they acted wrongly and violated Phua’s civil rights in order for the case to be thrown out.,"---

---", ---, ---, Investigative reporting and other breaking news reports in the world of poker and gambling., ---, ---
https://radaris.com/p/Paul/Phua/,Paul Phua, Civil liberties grounds/Challenging the old Malaysian Police report- FBI acted wrongly/Violated Phua’s civil rights., Paul Phua is not a member of the 14K Triad.," The FBI's 2008 memo is what matters for the acquittal of the case, as it was the information they had when they went to the judge for the arrest warrant.",English, ---, ---, Investigative reporting and other breaking news reports in the world of poker and gambling., ---, ---
https://railme.com/triton-shr-series-londyn-wiktor-malinowski-awansowal-do-dnia-2-luxon-pay-invitational/,Paul Phua, Civil liberties grounds; Procedural., The FBI had submitted an internal document to the courts in US which it said Malaysian police had informed the agency's representative in Malaysia in 2008 that Phua was a 14K member., Information related to the acquittal of cases is not present in the article. ---,Polish, ---, ---, Investigative reporting and other breaking news reports in the world of poker and gambling., ---, ---
